Year,Make,Model,Subseries,Color,Drs,Cyl,Fuel,Trans,4x4,EW,Radio,Top,Int,Odometer,Price
2011,MERCEDES-B,GLK350W4,GLK350,WHITE,4,6,GAS,A,AWD,A,CD,SR,C,"56,771","$15,900"
2013,MERCEDES-B,GLK350W4,GLK350,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"136,388","$11,000"
2011,MERCEDES-B,GL450,GL450,GRAY,S,8,GAS,A,AWD,A,CD,SR,L,"112,574","$13,100"
2013,MERCEDES-B,ML350W4,ML350,BLACK,4,6,GAS,A,AWD,A,CD,PN,E,"143,735","$14,200"
1972,MERCEDES-B,250,NONE,BLUE,N,,,A,4X2,,AM/FM,NO,N,"53,713","$10,625"
2019,MERCEDES-B,A220W4,A 220,WHITE,4,4,GAS,A,AWD,A,,SR,E,"18,165","$34,250"
2019,MERCEDES-B,C300W4,C 300,SILVER,4,4,GAS,A,AWD,A,AM/FM,MR,L,"18,128","$36,250"
2019,MERCEDES-B,C300W4,C 300,BLACK,4,4,GAS,A,AWD,A,AM/FM,MR,E,"41,897","$30,250"
2012,MERCEDES-B,C300W4,C300,BLACK,4,6,GAS,A,AWD,A,CD,SR,E,"64,595","$14,000"
2015,MERCEDES-B,E350W4,E350,BLACK,4,6,GAS,A,AWD,A,CD,SR,E,"74,850","$21,250"
2015,MERCEDES-B,E350W4,E350,WHITE,4,6,GAS,A,AWD,A,CD,SR,E,"44,009","$25,500"
2018,MERCEDES-B,GLA250W4,GLA 250,WHITE,S,4,E,A,AWD,A,CD,MR,E,"41,537","$30,750"
2021,MERCEDES-B,GLC300W4,GLC 300,WHITE,S,4,GAS,A,AWD,A,AM/FM,MR,E,"9,108","$51,000"
2016,MERCEDES-B,GLC300W4,GLC300,GRAY,S,4,GAS,A,AWD,A,CD,MR,E,"89,699","$23,750"
2010,MERCEDES-B,S550V4,S550,BLACK,4,8,GAS,A,AWD,A,CD,SR,E,"104,227","$16,000"
2019,MERCEDES-B,C300W4,C 300,BLACK,4,4,GAS,A,AWD,A,AM/FM,MR,E,"27,396","$33,600"
2014,MERCEDES-B,E350C,E350,BLACK,2,6,E,A,4X2,A,CD,PN,L,"67,562","$19,500"
2018,MERCEDES-B,GLE350W4,GLE 350,SILVER,S,6,GAS,A,AWD,A,CD,SR,L,"44,163","$38,000"
2014,MERCEDES-B,GLK350W4,GLK350,BLACK,4,6,GAS,A,AWD,A,CD,PN,L,"91,714","$16,250"
2020,MERCEDES-B,GLS450W4,GLS 450,WHITE,S,6,T,A,AWD,A,AM/FM,PN,E,"22,087","$74,000"
2014,MERCEDES-B,GL450 4MATIC,GL450,BLACK,S,8,GAS,A,AWD,A,CD,SR,L,"80,044","$22,000"
2021,MERCEDES-B,G63W4 AMG,NONE,BLUE,S,8,C,A,AWD,,N,NO,N,"2,500","$261,000"
2015,MERCEDES-B,ML350W4,ML350,GRAY,S,6,E,A,AWD,A,CD,SR,E,"60,793","$24,400"
2006,MERCEDES-B,R350,3.5L,SILVER,4,6,GAS,A,4X4,A,CD,SR,E,"117,975","$3,300"
2012,MERCEDES-B,SLK250,SLK250,BLACK,2,4,GAS,A,4X2,A,CD,SR,L,"36,667","$22,700"
2019,MERCEDES-B,CLA250C4,CLA 250,SILVER,4,4,E,A,AWD,A,CD,PN,L,"9,577","$32,400"
2019,MERCEDES-B,C300C4,C 300,WHITE,2,4,GAS,A,AWD,A,AM/FM,PN,L,"30,952","$38,000"
2011,MERCEDES-B,C300W4,C300,GRAY,4,6,GAS,A,AWD,A,CD,SR,E,"160,361","$4,000"
2012,MERCEDES-B,C300W4,C300,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"85,698","$13,200"
2015,MERCEDES-B,C300W4,C300,BLACK,4,4,GAS,A,AWD,A,CD,HT,E,"52,856","$21,000"
2012,MERCEDES-B,E350W4,E350,BLACK,4,6,GAS,A,AWD,A,CD,SR,E,"102,158","$10,600"
2013,MERCEDES-B,E350W4,E350,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"73,079","$17,600"
2005,MERCEDES-B,E500W,5.0L,BLUE,4,8,GAS,A,4X2,A,CD,SR,L,"138,728","$4,500"
2010,MERCEDES-B,GLK350W4,GLK350,SILVER,S,6,GAS,A,AWD,A,CD,PN,L,"152,858","$6,900"
2010,MERCEDES-B,GLK350W4,GLK350,WHITE,S,6,GAS,A,AWD,A,CD,PN,L,"117,273","$8,800"
2015,MERCEDES-B,ML350W4,ML350,SILVER,S,6,E,A,AWD,A,CD,SR,E,"70,323","$25,300"
2018,MERCEDES,CLA250C4,CLA 250,BLUE,4,4,GAS,A,AWD,A,CD,PN,E,"5,956","$35,000"
2019,MERCEDES,CLS 450C4,CLS 450,BLACK,4,6,H,A,AWD,A,AM/FM,SR,L,"21,459","$59,600"
2005,MERCEDES,C230WZ,1.8L,BLACK,4,4,GAS,,4X2,,,,,"232,947",$750
2006,MERCEDES,E350W4,,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"84,612","$4,800"
2016,MERCEDES,GLC300W4,GLC300,GRAY,S,4,GAS,A,AWD,A,CD,MR,E,"89,701","$16,000"
2015,MERCEDES,ML350W4,ML350,WHITE,S,6,E,A,AWD,A,CD,SR,E,"104,983","$18,400"
2010,MERCEDES,S550V4,S550,SILVER,4,8,GAS,A,AWD,A,CD,PN,L,"102,190","$13,700"
2017,MERCEDES,S550V4,S550,BLACK,4,8,GAS,A,AWD,T,CD,MR,L,"65,072","$42,750"
2014,MERCEDES,CLA250C,CLA250,SILVER,4,4,GAS,A,4X2,A,CD,HT,L,"103,493","$3,400"
2014,MERCEDES,CLA250C4,CLA250,WHITE,4,4,GAS,A,AWD,A,CD,PN,E,"68,522","$9,600"
2002,MERCEDES,C240W,,SILVER,4,6,GAS,,4X2,,,,,"142,917",$550
2010,MERCEDES,C300W4,C300,WHITE,4,6,GAS,A,AWD,A,CD,SR,E,"99,448","$8,400"
2000,MERCEDES,E320S4,,TAN,S,6,GAS,A,AWD,A,TAPE,SR,L,"257,509",$800
2008,MERCEDES,ML350,,BLACK,4,6,GAS,A,4X4,A,CD,SR,L,"138,960","$5,200"
2009,MERCEDES,SL63 AMG,AMG,WHITE,2,8,GAS,A,4X2,A,CD,HC,L,"43,199","$29,500"
2016,MERCEDES,CLA250C4,CLA250,WHITE,4,4,E,A,AWD,A,CD,SR,L,"60,626","$18,500"
2010,MERCEDES,C300W4,C300,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"152,572","$3,800"
2015,MERCEDES,C300W4,C300,SILVER,4,4,GAS,A,AWD,A,AM/FM,MR,L,"76,961","$20,500"
2019,MERCEDES,E300W4,E 300,SILVER,4,4,GAS,A,AWD,A,AM/FM,MR,E,"51,002","$37,500"
2010,MERCEDES,E350W4,E350,WHITE,4,6,GAS,,AWD,,,,,"193,616","$5,200"
2013,MERCEDES,E350W4,E350,SILVER,4,6,GAS,A,AWD,A,CD,SR,E,"92,377","$13,700"
2006,MERCEDES,E500W4,,SILVER,4,8,GAS,A,AWD,A,CD,SR,L,"155,580","$4,000"
2011,MERCEDES,C300W4,C300,BLACK,4,6,GAS,A,AWD,,,SR,,"141,109","$6,100"
2012,MERCEDES,C300W4,C300,WHITE,4,6,GAS,A,AWD,A,CD,PN,E,"130,728","$9,600"
2012,MERCEDES,C300W4,C300,BLACK,4,6,GAS,,AWD,,,,,"126,384","$7,000"
2013,MERCEDES,E350BTC,BLUE TEC,WHITE,4,6,DIESEL,A,4X2,A,CD,SR,E,"140,132","$5,200"
2006,MERCEDES,E350W4,,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"84,612","$3,100"
2008,MERCEDES,E350W4,,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"140,607","$4,400"
2010,MERCEDES,GLK-CLASS,GLK350,WHITE,S,6,GAS,A,AWD,,,,,"114,940","$10,100"
2015,MERCEDES,GL450 4MATIC,GL450,BLACK,S,6,GAS,A,AWD,A,CD,MR,L,"92,330","$18,800"
2011,MERCEDES,ML350BTC,ML350 BLUE,GRAY,4,6,DIESEL,A,AWD,A,CD,SR,L,"106,743","$4,200"
2005,MERCEDES,SLK350,,SILVER,2,6,GAS,A,4X2,,,HC,,"57,346","$5,700"
1996,MERCEDES,SL320R,,BLUE,2,6,GAS,,4X2,,,,,"134,910","$2,200"
2017,MAZDA,CX-3 FWD,SPORT,RED,S,4,GAS,A,4X2,A,CD,HT,C,"51,673","$16,400"
2018,MAZDA,CX-5 AWD 4C,GRAND TOUR,BLUE,S,4,GAS,A,AWD,A,AM/FM,SR,L,"20,495","$29,200"
2018,MAZDA,CX-5 AWD 4C,TOURING,WHITE,S,4,GAS,A,AWD,A,AM/FM,SR,B,"72,330","$21,900"
2018,MAZDA,CX-5 AWD 4C,TOURING,BLUE,S,4,GAS,A,AWD,A,AM/FM,SR,E,"37,402","$25,800"
2018,MAZDA,CX-5 AWD 4C,TOURING,RED,S,4,GAS,A,AWD,A,AM/FM,SR,B,"25,856","$27,000"
2007,MAZDA,CX-9,,PURPLE,4,6,GAS,A,4X2,,,,,"202,616","$2,200"
2019,MAZDA,CX-9 AWD,TOURING,SILVER,S,4,GAS,A,AWD,A,AM/FM,SR,E,"26,826","$34,750"
2015,MAZDA,MAZDA3,I GTOUR,BLUE,5,4,GAS,A,4X2,A,CD,SR,E,"82,079","$13,300"
2007,MAZDA,MAZDA6,I TOURING,BLACK,4,4,GAS,A,4X2,,,SR,,"125,342","$2,300"
2009,MAZDA,MAZDA6,I TOURING,BLUE,4,4,GAS,A,4X2,,,,,"164,814","$4,200"
2017,MAZDA,CX-3 AWD,SPORT,WHITE,S,4,GAS,A,AWD,A,CD,HT,C,"47,094","$18,200"
2019,MAZDA,CX-5 AWD 4C,GRAND TOUR,BLUE,S,4,GAS,A,AWD,A,AM/FM,SR,L,"2,609","$33,200"
2015,MAZDA,CX-5 AWD 4C,SPORT,BLUE,S,4,GAS,A,AWD,A,CD,HT,C,"149,592","$8,400"
2016,MAZDA,CX-5 AWD 4C,SPORT,RED,S,4,GAS,A,AWD,A,CD,HT,C,"92,607","$12,000"
2013,MAZDA,CX-9 AWD,GRAND TOUR,GRAY,S,6,GAS,A,AWD,A,CD,HT,E,"101,581","$7,700"
2010,MAZDA,CX-9 AWD V6,GR TOURING,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"231,680","$2,900"
2016,MAZDA,MAZDA3,I SPORT,GRAY,4,4,GAS,A,4X2,A,AM/FM,HT,C,"58,697","$15,100"
2015,MAZDA,MAZDA3,I TOURING,WHITE,4,4,GAS,A,4X2,A,AM/FM,SR,C,"93,668","$12,800"
2009,MAZDA,MAZDA3,I TRG VAL,SILVER,4,4,GAS,A,4X2,A,CD,SR,C,"145,390","$2,200"
2020,MAZDA,MAZDA6 SIG,SIGNATURE,GRAY,4,4,GAS,,,,,,,"4,803","$31,600"
2006,MAZDA,MX-5 MIATA,GRAND TOUR,WHITE,2,4,GAS,A,4X2,,,CV,,"116,766","$5,700"
2014,MAZDA,CX-5 AWD 4C,TOURING,BLACK,S,4,GAS,A,AWD,A,CD,HT,C,"120,316","$10,400"
2016,MAZDA,CX-5 AWD 4C,TOURING,BROWN,S,4,GAS,A,AWD,A,CD,HT,C,"74,303","$18,200"
2018,MAZDA,CX-5 AWD 4C,TOURING,BLUE,S,4,GAS,A,AWD,A,AM/FM,SR,E,"33,184","$24,400"
2012,MAZDA,CX-9,SPORT,BLUE,4,6,GAS,A,AWD,,,,,"198,897","$2,900"
2012,MAZDA,CX-9,TOURING,WHITE,4,6,GAS,A,AWD,,CD,SR,L,"121,580","$10,200"
2013,MAZDA,CX-9 AWD,NONE,SILVER,S,6,C,A,AWD,,N,NO,N,"81,954","$14,800"
2018,MAZDA,CX-9 AWD,NONE,RED,S,4,C,A,AWD,,N,NO,N,"27,460","$32,400"
2010,MAZDA,CX-9 AWD V6,TOURING,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"134,057","$1,800"
2008,MAZDA,MAZDA3,S SPORT,PURPLE,4,4,GAS,A,4X2,A,CD,SR,C,"153,054","$2,600"
2014,MAZDA,MAZDA6,I SPORT,GRAY,4,4,GAS,A,4X2,A,CD,HT,C,"66,750","$14,000"
2016,MAZDA,MAZDA6,I TOURING,BLUE,4,4,GAS,A,4X2,A,CD,HT,E,"19,848","$19,900"
2015,MAZDA,MAZDA6,NONE,WHITE,S,4,C,A,,,N,NO,N,"60,540","$16,900"
2017,MAZDA,MAZDA6,SPORT,BROWN,4,4,GAS,A,4X2,A,CD,HT,C,"42,909","$18,800"
2017,MAZDA,MAZDA6,TOURING,WHITE,4,4,GAS,A,4X2,A,CD,SR,E,"55,399","$17,500"
2018,MAZDA,MAZDA6,TOURING,WHITE,4,4,GAS,A,4X2,A,AM/FM,SR,L,"9,338","$25,100"
2002,MAZDA,TRIBUTE 4WD,ES,MAROON,4,6,GAS,A,4X4,A,CD,SR,L,"103,196","$1,500"
2016,MAZDA,CX-5 AWD 4C,GRAND TOUR,WHITE,S,4,GAS,A,AWD,A,CD,SR,L,"53,368","$22,000"
2011,MAZDA,CX-7 FWD 4C,I SV,RED,4,4,GAS,A,4X2,A,CD,HT,C,"138,340","$4,400"
2017,MAZDA,MAZDA3,GRAND TOUR,RED,4,4,GAS,A,4X2,A,AM/FM,SR,E,"76,896","$12,800"
2015,MAZDA,MAZDA3,I TOURING,RED,4,4,GAS,A,4X2,,,NO,,"104,343","$11,500"
2010,MAZDA,MAZDA3,S SPORT,BLUE,4,4,GAS,A,4X2,A,CD,SR,C,"120,655","$6,100"
2008,MAZDA,MIATA MX-5,TOURING,BLUE,2,4,GAS,A,4X2,A,CD,CV,C,"61,372","$9,700"
2007,LEXUS,ES 350,,BLACK,4,6,GAS,,4X2,,,,,"177,815","$4,200"
2015,LEXUS,GS 350,CRAFTED LN,BLACK,4,6,GAS,A,AWD,,,SR,,"62,949","$28,400"
2010,LEXUS,IS 250 AWD,,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"154,211","$7,400"
2014,LEXUS,IS 250 AWD,,SILVER,4,6,GAS,A,AWD,A,CD,SR,E,"74,941","$20,200"
2018,LEXUS,LC V8,LC 500,SILVER,2,8,GAS,A,4X2,A,CD,SR,B,"16,183","$69,500"
2003,LEXUS,LX 470,,BLACK,S,8,GAS,A,AWD,A,B,SR,L,"110,929","$13,300"
2017,LEXUS,NX AWD 4C,NX TURBO,RED,S,4,GAS,A,AWD,A,CD,SR,L,"61,917","$28,700"
2019,LEXUS,RX AWD,RX 350,RED,S,6,GAS,A,AWD,A,CD,SR,E,"32,118","$32,200"
2005,LEXUS,RX 330 AWD,,GOLD,S,6,GAS,,AWD,,,,,"168,911","$6,500"
2010,LEXUS,RX 350 AWD,,GRAY,S,6,GAS,A,AWD,A,CD,SR,L,"154,736","$10,200"
2007,LEXUS,RX 400H AWD,,BLACK,S,6,H,,AWD,,,,,"224,383","$3,600"
2007,LEXUS,ES 350,,GOLD,4,6,GAS,,4X2,,,,,"74,729","$8,200"
2014,LEXUS,ES 350,,TAN,4,6,GAS,A,4X2,A,CD,SR,E,"78,496","$19,500"
2011,LEXUS,GS 350 AWD,,GRAY,4,6,GAS,A,AWD,A,CD,SR,L,"116,980","$11,000"
2019,LEXUS,GX,460 PREM,WHITE,S,8,GAS,A,4X4,A,CD,SR,E,"27,329","$45,300"
2018,LEXUS,GX,460PREMIUM,BLACK,S,8,GAS,A,4X4,A,CD,SR,L,"36,860","$41,000"
2006,LEXUS,GX 470,,SILVER,S,8,GAS,A,4X4,A,B,SR,L,"157,025","$9,000"
2010,LEXUS,HS 250H,PREMIUM,WHITE,4,4,H,A,4X2,A,CD,SR,L,"182,425","$3,200"
2019,LEXUS,RX AWD,RX 350,BLUE,S,6,GAS,A,AWD,A,CD,SR,E,"22,991","$40,500"
2006,LEXUS,RX 330 AWD,,GOLD,S,6,GAS,A,AWD,A,B,SR,L,"155,918","$3,900"
2007,LEXUS,RX 350 AWD,,TAN,S,6,GAS,A,AWD,A,B,SR,L,"101,266","$6,700"
1992,LEXUS,SC400,,GREEN,2,8,GAS,A,4X2,,,SR,,"189,958","$2,400"
2013,LEXUS,CT 200H,HYBRID,WHITE,4,4,H,A,4X2,A,CD,SR,E,"107,577","$13,600"
2007,LEXUS,ES 350,,MAROON,4,6,GAS,,4X2,,,,,"131,173","$6,500"
2013,LEXUS,ES 350,4DR SDN,BLUE,4,6,GAS,A,4X2,A,CD,SR,L,"150,603","$9,500"
2018,LEXUS,GS AWD V6,350 FSPORT,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"34,469","$37,100"
2011,LEXUS,GS 350 AWD,,GRAY,4,6,GAS,A,AWD,A,CD,SR,L,"174,169","$7,600"
2019,LEXUS,GX,460 PREM,WHITE,S,8,GAS,A,4X4,A,CD,SR,L,"34,319","$42,500"
2008,LEXUS,IS 250 AWD,,BLUE,4,6,GAS,A,AWD,A,CD,SR,E,"128,898","$8,100"
2019,LEXUS,NX,NX 300,WHITE,S,4,GAS,A,AWD,,,SR,,"13,268","$38,500"
2018,LEXUS,RX AWD,350L PRM,BLUE,S,6,GAS,A,AWD,A,,SR,L,"29,400","$39,500"
2007,LEXUS,RX 350 AWD,,GOLD,S,6,GAS,,AWD,,,,,"149,342","$5,700"
2008,LEXUS,RX 350 AWD,,SILVER,S,6,GAS,A,AWD,A,B,SR,L,"104,228","$10,300"
2005,LEXUS,ES 330,,WHITE,4,6,GAS,A,4X2,A,B,SR,L,"141,935","$4,900"
2010,LEXUS,GS 350 AWD,NONE,SILVER,S,6,C,A,AWD,,N,NO,N,"134,283","$10,500"
2007,LEXUS,IS 250 4X2,,BLACK,4,6,GAS,A,4X2,A,CD,SR,L,"144,232","$6,900"
2008,LEXUS,IS 250 4X2,,GRAY,4,6,GAS,,4X2,,,,,"133,197","$5,700"
1999,LEXUS,LS400,,BLACK,4,8,GAS,,4X2,,,,,"51,191","$8,200"
2019,LEXUS,NX AWD 4C,NX 300,GRAY,S,4,GAS,A,AWD,A,CD,SR,L,"37,102","$32,500"
2007,LEXUS,RX 350 AWD,,BLACK,S,6,GAS,A,AWD,A,B,SR,L,"62,937","$10,300"
2008,LEXUS,RX 350 AWD,,GRAY,S,6,GAS,A,AWD,A,B,SR,L,"162,258","$5,600"
2019,INFINITI,QX60 AWD,LUXE,BLUE,S,6,GAS,A,AWD,A,,SR,E,"24,136","$36,500"
2019,INFINITI,QX60 AWD,LUXE,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"26,246","$38,000"
2019,INFINITI,QX60 AWD,PURE,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"43,343","$31,700"
2014,INFINITI,Q50 AWD V6,NONE,WHITE,S,6,C,A,AWD,,N,NO,N,"143,171","$10,200"
2019,INFINITI,Q50 AWD V6,3.0T LUXE,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"26,844","$31,200"
2016,INFINITI,Q70L,PREMIUM,WHITE,4,6,GAS,A,AWD,,,SR,,"63,167","$28,200"
2004,INFINITI,I35,LUXURY,WHITE,4,6,GAS,A,4X2,A,B,SR,L,"98,545","$4,400"
2011,INFINITI,QX56 4X4,8-PASS,WHITE,S,8,GAS,O,4X4,A,AM/FM,SR,E,"115,134","$13,500"
2019,INFINITI,QX60 AWD,LUXE,BLUE,S,6,GAS,A,AWD,A,CD,SR,E,"34,411","$38,500"
2019,INFINITI,QX60 AWD,LUXE,BLACK,S,6,GAS,A,AWD,A,CD,SR,E,"34,983","$36,600"
2014,INFINITI,QX60 AWD V6,,WHITE,S,6,GAS,A,AWD,A,AM/FM,SR,L,"125,990","$13,300"
2015,INFINITI,QX60 AWD V6,,BLUE,S,6,GAS,A,AWD,A,CD,SR,L,"102,047","$11,000"
2015,INFINITI,Q50 AWD V6,SPORT,BLUE,4,6,GAS,A,AWD,A,CD,SR,L,"97,044","$13,400"
2013,INFINITI,JX35 AWD,,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"179,623","$7,800"
2013,INFINITI,JX35 AWD,,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"95,012","$11,200"
2018,INFINITI,QX30 AWD,ESSENTIAL,GRAY,S,4,GAS,A,AWD,A,,PN,L,"26,866","$27,000"
2019,INFINITI,QX50 AWD,ESSENTIAL,BLUE,S,4,GAS,A,AWD,A,CD,PN,E,"27,140","$34,800"
2019,INFINITI,QX50 AWD,NONE,BLACK,S,4,C,A,AWD,A,CD,PN,L,"15,817","$35,000"
2019,INFINITI,QX60 AWD,PURE,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"17,708","$31,750"
2014,INFINITI,Q50 AWD V6,,RED,4,6,GAS,A,AWD,A,CD,SR,L,"87,695","$17,600"
2014,INFINITI,Q50 AWD V6,PREMIUM,RED,4,6,GAS,A,AWD,A,CD,SR,E,"152,541","$7,000"
2019,INFINITI,Q50 AWD V6,RED SPORT,BLUE,4,6,GAS,A,AWD,A,CD,SR,E,"27,383","$37,400"
2018,INFINITI,Q50 AWD V6,3.0T LUXE,WHITE,4,6,GAS,A,AWD,A,CD,SR,E,"20,617","$30,000"
2018,INFINITI,Q50 AWD V6,3.0T SPORT,SILVER,4,6,GAS,A,AWD,A,AM/FM,SR,E,"17,423","$32,600"
2013,INFINITI,G37 AWD,X,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"125,125","$12,600"
2019,INFINITI,QX60 AWD,LUXE,BLUE,S,6,GAS,A,AWD,A,CD,SR,E,"25,299","$34,700"
2016,INFINITI,Q50 AWD V6,3.0T SPORT,BLACK,4,6,GAS,A,AWD,T,AM/FM,SR,L,"40,068","$25,000"
2019,INFINITI,Q50 AWD V6,3.0T SPORT,BLUE,4,6,GAS,A,AWD,A,CD,SR,L,"30,598","$34,300"
2002,HONDA,ACCORD 4C,SE,RED,4,4,GAS,A,4X2,,B,SR,C,"199,006","$1,200"
2011,HONDA,ACCORD 4C,SE,GRAY,4,4,GAS,A,4X2,,,,,"86,634","$7,340"
2013,HONDA,ACCORD 4C,SPORT,BLUE,4,4,GAS,A,4X2,A,CD,HT,C,"91,076","$14,600"
2010,HONDA,CIVIC,DX-VP,GRAY,4,4,GAS,A,4X2,A,CD,HT,C,"142,310","$3,500"
2009,HONDA,CIVIC,EX,BLACK,2,4,GAS,,4X2,,,,,"163,831","$2,400"
2011,HONDA,CIVIC,LX,SILVER,4,4,GAS,,4X2,,,,,"67,482","$7,000"
2006,HONDA,CIVIC SI,,GRAY,2,4,GAS,6,4X2,A,CD,SR,C,"128,272","$4,500"
2014,HONDA,CR-V AWD,EX,SILVER,S,4,GAS,A,AWD,A,CD,SR,C,"59,592","$17,600"
2020,HONDA,CR-V AWD,EX,SILVER,S,4,GAS,A,AWD,A,AM/FM,SR,C,"6,310","$28,750"
2018,HONDA,CR-V AWD 4C,EX-L,BLUE,S,4,GAS,A,AWD,A,AM/FM,SR,L,"18,002","$32,250"
2018,HONDA,CR-V AWD 4C,LX,GRAY,S,4,GAS,A,AWD,A,AM/FM,HT,C,"54,944","$24,600"
2013,HONDA,CR-V FWD,LX,BLACK,S,4,GAS,A,4X2,A,CD,HT,C,"113,234","$11,200"
2005,HONDA,CR-V 4X4,EX,BLACK,S,4,GAS,,4X4,,,,,"175,180","$3,200"
2011,HONDA,CR-V 4X4,EX-L,GRAY,4,4,GAS,A,4X4,A,CD,SR,L,"54,267","$11,500"
2016,HONDA,HR-V AWD,EX-L,SILVER,S,4,GAS,A,AWD,A,CD,SR,L,"88,837","$14,900"
2007,HONDA,ODYSSEY,EX,GRAY,V,6,GAS,,4X2,,,,,"152,528","$3,300"
2006,HONDA,ODYSSEY,EX-L,GRAY,V,6,GAS,,4X2,,,,,"178,883","$3,700"
2019,HONDA,ODYSSEY,EX-L,BLUE,V,6,GAS,A,4X2,A,AM/FM,SR,E,"20,857","$38,800"
2003,HONDA,PILOT AWD,EX,SILVER,S,6,GAS,A,AWD,A,B,HT,C,"254,601","$1,300"
2004,HONDA,PILOT AWD,EX,BLACK,S,6,GAS,A,AWD,A,B,HT,C,"159,050","$4,000"
2018,HONDA,PILOT AWD,EX-L,WHITE,S,6,GAS,A,AWD,A,AM/FM,SR,L,"20,823","$31,250"
2019,HONDA,PILOT AWD,LX,MAROON,S,6,GAS,A,AWD,A,AM/FM,HT,C,"20,540","$31,000"
2015,HONDA,PILOT FWD,EX,GRAY,S,6,GAS,A,4X2,A,CD,HT,C,"124,355","$8,300"
2011,HONDA,PILOT 4X4,EX,GRAY,4,6,GAS,A,4X4,A,CD,HT,C,"128,424","$12,600"
2011,HONDA,PILOT 4X4,EX-L,TAN,4,6,GAS,A,4X4,A,CD,SR,L,"117,158","$13,000"
2007,HONDA,PILOT 4X4,LX,GRAY,S,6,GAS,,4X4,,,,,"209,286","$2,800"
2009,HONDA,PILOT 4X4,TOURING,GRAY,4,6,GAS,,4X4,,,,,"204,941","$4,700"
2012,HONDA,PILOT 4X4,TOURING,GRAY,4,6,GAS,A,4X4,A,CD,SR,E,"105,016","$15,700"
2015,HONDA,PILOT 4X4,TOURING,BLUE,S,6,GAS,A,4X4,A,CD,SR,E,"143,863","$14,700"
2018,HONDA,ACCORD,LX,GRAY,4,4,GAS,A,4X2,A,AM/FM,HT,C,"27,935","$22,700"
2019,HONDA,ACCORD,LX 1.5T,WHITE,4,4,GAS,A,4X2,A,AM/FM,HT,C,"33,664","$25,400"
2007,HONDA,ACCORD V6,EX,BROWN,4,6,GAS,,4X2,,,,,"208,063","$2,200"
2010,HONDA,ACCORD V6,EX-L,GRAY,2,6,GAS,,4X2,,,,,"132,970","$7,600"
2007,HONDA,ACCORD 4C,EX-L,WHITE,2,4,GAS,A,4X2,A,CD,SR,L,"174,023","$3,000"
2017,HONDA,ACCORD 4C,LX,BLACK,4,4,GAS,A,4X2,A,CD,HT,C,"91,870","$13,500"
2002,HONDA,CIVIC,EX,SILVER,2,4,GAS,5,4X2,A,CD,SR,C,"150,344","$2,600"
2005,HONDA,CIVIC,EX,SILVER,4,4,GAS,,4X2,,,,,"193,621","$1,200"
2004,HONDA,CIVIC,LX,RED,2,4,GAS,A,4X2,,,,,"117,398","$1,450"
2013,HONDA,CIVIC,LX,GRAY,4,4,GAS,A,4X2,A,CD,HT,C,"117,528","$5,900"
2016,HONDA,CIVIC,LX,BLACK,4,4,GAS,A,4X2,A,AM/FM,HT,C,"68,928","$17,400"
2015,HONDA,CIVIC,SE,BLACK,4,4,GAS,A,4X2,A,CD,HT,C,"110,084","$10,800"
2013,HONDA,CIVIC,SI,BLACK,4,4,GAS,6,4X2,A,CD,SR,C,"95,780","$12,200"
2021,HONDA,CR-V AWD 4C,LX,BLACK,S,4,GAS,A,AWD,A,AM/FM,HT,C,"5,018","$27,600"
2010,HONDA,CR-V 4X4,EX-L,BROWN,4,4,GAS,A,AWD,A,CD,SR,L,"106,295","$11,200"
2011,HONDA,CR-V 4X4,EX-L,BLUE,4,4,GAS,A,AWD,A,CD,HT,L,"137,070","$9,200"
2019,HONDA,HR-V AWD,EX,GRAY,S,4,GAS,A,AWD,A,AM/FM,SR,C,"22,275","$26,000"
2019,HONDA,HR-V AWD,LX,BLACK,S,4,GAS,A,AWD,A,AM/FM,HT,C,"37,751","$20,800"
2022,HONDA,HR-V AWD,LX,GRAY,S,4,GAS,A,AWD,A,AM/FM,HT,C,"1,560","$26,750"
2013,HONDA,INSIGHT,EX,BLACK,4,4,H,,4X2,,CD,HT,,"54,812","$9,400"
2011,HONDA,ODYSSEY,EX-L,GRAY,V,6,GAS,A,4X2,A,CD,SR,L,"211,131","$5,200"
2003,HONDA,PILOT AWD,EX,SILVER,S,6,GAS,A,AWD,A,B,HT,E,"234,695","$1,600"
